event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE16997,2022-10-12,2022,1,Demonstrations,Riots,Violent demonstration,Rioters (Palestine),,Rioters,Military Forces of Israel (2021-2022),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Al Quds,,Qalandia,31.8667,35.2167,1,Arab 48; Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network,Other-National,"On 12 October 2022, Palestinian rioters clashed with Israeli military forces positioned at Qalandia checkpoint (Al Quds, West Bank). Soldiers fired live and rubber bullets, stun grenades, and tear gas canisters at rioters. Clashes erupted after a general strike was declared in the West Bank in support of Mukhayyam Shuafat and Anata town and against the Israeli closure imposed on the Palestinian residents.",0,crowd size=no report,1716327878
IND36063,2018-09-06,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (India),General Caste Group (India),Protesters,,,,Protesters only,,356,South Asia,India,Bihar,Nawada,Narhat,Pali Khurd,24.8209,85.4061,1,Hindustan Times,National,"On 6 September 2018, demonstrators from upper caste communities blocked trains in Tilaiya junction, in Pali Khurd village, Nawada district, Bihar, against the Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, as part of a nationwide Bharat Bandh.",0,,1652375171
DEU15882,2023-04-24,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Last Generation (Germany),Protesters,Police Forces of Germany (2021-),,State forces,State forces-Protesters,,276,Europe,Germany,Berlin,Berlin,,Berlin - Treptow-Kopenick,52.4175,13.6006,1,Berliner Morgenpost,Subnational,"On 24 April 2023, at the call of ALG, protesters blocked the Puschkinallee in Berlin - Treptow-Kopenick, to call for climate action. The protesters were removed from the street by the police. The protest was part of a series of protests by ALG in Berlin that day.",0,crowd size=no report,1707254000
IRQ12873,2016-03-12,2016,1,Political violence,Battles,Armed clash,Islamic State in Iraq and the Levant (ISIL),,Rebel group,Military Forces of Iraq (2014-2018) Popular Mobilization Forces,Military Forces of Iraq (2014-2018),State forces,State forces-Rebel group,,368,Middle East,Iraq,Ninewa,Telafar,Markaz Telafar,Ash Shariah,36.3481,42.2659,2,Anadolu Agency; AP; Shafaaq News,National-Regional,"On 3 December 2016, Islamic State militants attempted to break the siege of Tel Afar by launching an attack on Iraqi army and Popular mobilization positions in the village of Shariah on the road between Tel Afar and Sinjar, 13 PMF fighters and 17 militants were killed amidst the fighting.",30,,1730156774
UKR29876,2019-12-04,2019,1,Political violence,Battles,Armed clash,Military Forces of Ukraine (2019-),,State forces,NAF: United Armed Forces of Novorossiya,,Rebel group,State forces-Rebel group,,804,Europe,Ukraine,Donetsk,Donetskyi,Yasynuvatska,Donetsk Filtration Station,48.1331,37.808,2,OSCE SMM-Ukraine,Other,"On 4 December 2019, the OSCE SMM observed a total of 14 projectiles/bursts of fire involving heavy machineguns/unknown weapons in both directions of the frontline near Donetsk Filtration Station.",0,,1652377487
FRA11215,2021-08-14,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (France),,Protesters,,,,Protesters only,,250,Europe,France,Nouvelle-Aquitaine,Charente,Angouleme,Angouleme,45.6478,0.1555,1,Sud Ouest,Subnational,"On 14 August 2021, between 850 (according to the police) and 3200 (according to organizers) people protested in Angouleme against coronavirus-related measures such as a mandatory 'health pass' to access French cultural venues as well as compulsory vaccination for all health workers.",0,crowd size=between 850 and 3200,1731445175
MEX13122,2019-12-17,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Chiapas,San Cristobal de las Casas,,San Cristobal de las Casas,16.737,-92.6376,1,Diario Contra Poder en Chiapas,Subnational,"On 17 December 2019, in San Cristobal de las Casas, Chiapas, al least 10 fireworks vendors demonstrated to be able to sell in the Fair Park.",0,crowd size=at least 10,1612548758
UKR57800,2022-05-13,2022,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) Air Force,,External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Luhansk,48.567,39.3171,3,24 Channel,National,"On 13 May 2022, Ukrainian air defense shot down a Russian Mi-28 helicopter in Luhansk oblast. Casualties unknown.",0,,1652811458
LBY2806,2014-10-15,2014,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Zintan Ethnic Militia (Libya),,Identity militia,Gharyan Communal Militia (Libya),,Identity militia,Identity militia-Identity militia,,434,Northern Africa,Libya,West,Al Jabal Al Gharbi,,Kiklah,32.0603,12.6965,1,Libya Herald,National,"Kiklah was shelled by Zintani forces. They captured it four days ago, but it was supposedly re-taken by Kikli and Gharyani forces two days ago.",0,,1715042098
AFG52807,2021-03-26,2021,2,Political violence,Violence against civilians,Attack,Military Forces of Afghanistan (2014-2021),,State forces,Civilians (Afghanistan),Labor Group (Afghanistan),Civilians,State forces-Civilians,Civilian targeting,4,Caucasus and Central Asia,Afghanistan,Laghman,Alishing,,Alishing,34.7835,70.1072,2,Voice of Jihad,Other,"Around 26 March 2021 (as reported), 1 driver was shot and killed by Afghan forces in Alishing district, Laghman. 1 shepherd was shot and wounded in the same area. Fatalities coded as 0 (VoJ reported 1).",0,,1731609836
EGY6804,2015-06-21,2015,1,Demonstrations,Protests,Peaceful protest,Protesters (Egypt),Women (Egypt),Protesters,,,,Protesters only,,818,Northern Africa,Egypt,Cairo,Al Nozha,,Cairo - Heliopolis,30.1088,31.3792,1,AP,International,"Dozens of women held a vigil outside Egypts presidential palace, challenging a law that restricts protests and calling for the release of thousands of prisoners detained for violating the protest law.",0,,1620775292
BRA5960,2019-06-25,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Brazil),Police Forces of Brazil (2019-2022) Civil Police; Police Forces of Brazil (2019-2022) Prison Guards,Protesters,,,,Protesters only,,76,South America,Brazil,Mato Grosso,Cuiaba,,Cuiaba,-15.5961,-56.0967,1,G1,National,"On 25 June 2019, in Cuiaba, Mato Grosso, approximately 100 Civil Police officers demonstrated against the proposed reform in the national pension system in front of the Department of Public Safety. They have also interrupted their activities and only emergency calls have been attended.",0,crowd size=100,1673316850
MMR8031,2016-04-07,2016,1,Demonstrations,Protests,Peaceful protest,Protesters (Myanmar),,Protesters,,,,Protesters only,,104,Southeast Asia,Myanmar,Shan-South,Taunggyi,Lawksawk,Lawksawk,21.2466,96.8651,1,Radio Free Asia,International,"On 7 April 2016, in Lawksawk Town, in Shan State, about 100 residents demonstrated by walking from the town city hall to an independence monument calling for justice over farmland issues.",0,crowd size=100,1618564942
PAK23980,2014-08-11,2014,1,Political violence,Riots,Mob violence,Rioters (Pakistan),Brohi Communal Group (Pakistan),Rioters,Rioters (Pakistan),Magsi Communal Group (Pakistan),Rioters,Rioters-Rioters,,586,South Asia,Pakistan,Sindh,Qambar Shahdadkot,Qubo Saeed Khan,Qubo Saeed Khan,27.8736,67.7065,1,Right Vision News,National,A clash between two communal militia groups in Qubo Saeed Khan left fifteen injured and two dead. The clash erupted over an issue related to a cell phone.,2,,1552577410
IND133804,2023-06-16,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,Protesters,,,,Protesters only,,356,South Asia,India,Jammu and Kashmir,Kathua,Kathua,Kathua,32.3867,75.5174,1,Amar Ujala,Subnational,"On 16 June 2023, locals of two villages held a protest at Kathua city (J&K) against the water department over damaging and diverting the water pipeline depriving them of water for over four days.",0,crowd size=no report,1719352728
ESP5290,2021-05-09,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Spain),Catholic Christian Group (Spain),Protesters,,,,Protesters only,,724,Europe,Spain,Galicia,Pontevedra,,Vilanova de Arousa,42.5622,-8.8265,1,La Voz De Galicia,Subnational,"On 9 May 2021, around 50 citizens gathered in Vilanova de Arousa (Pontevedra) to express support to the former sexton of the parish church accused of misappropriation of objects belonging to the church.",0,crowd size=around 50,1729023465
IND152240,2024-02-29,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India); KKU: Kirti Kisan Union; KMM: Kisan Mazdoor Morcha; Labor Group (India); SKM (Non-political): United Farmers Front (Non-political),Protesters,,,,Protesters only,,356,South Asia,India,Punjab,Jalandhar,Jalandhar-I,Jalandhar,31.3255,75.5791,1,Chandigarh Tribune,Subnational,"On 29 February 2024, members of KKU, led by its District President, staged a dharna (sit-in protest), raising slogans, at the Deputy Commissioner's office in Jalandhar city (Punjab) condemning the excessive police intervention in the ongoing 'Delhi Chalo' (let's go to Delhi) farmer's protests led by SKM (Non-political), and KMM - which led to the death of a protester on 21 February (coded separately), and demanded the registration of First Information Report (FIR) against the accused. The protesters also demanded the removal of the agriculture sector from the World Trade Organization (WTO) agreement.",0,crowd size=no report,1716919053
SYR26595,2017-02-07,2017,1,Political violence,Explosions/Remote violence,Suicide bomb,Unidentified Armed Group (Syria),,Political militia,Civilians (Syria),,Civilians,Political militia-Civilians,Civilian targeting,760,Middle East,Syria,Damascus,Damascus,Damascus,Damascus - Al-Midan,33.4854,36.3005,1,Liveuamap,Local partner-New media,"An unidentified group detonated three car bombs near the near Tahrir Square, in addition to the Airport road and the Old City in Damascus, killing at least 9 and wounding 15. Three deaths are noted in this location, in addition to one suicide bomber.",4,,1720477958
NIG31480,2023-06-06,2023,1,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),,Identity militia,Dutsinma Communal Militia (Nigeria),,Identity militia,Identity militia-Identity militia,,566,Western Africa,Nigeria,Katsina,Dutsinma,,Makera,12.3117,7.4551,2,Daily Post (Nigeria); Vanguard (Nigeria),National,"On 6 June 2023, a Katsina militia killed a member of a local defense militia while he was working on his farm along Sanawa village in Makera (Dutsinma, Katsina).",1,,1719274238
PAK8036,2011-09-04,2011,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),QAT: Qaumi Awami Tehreek,Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Daily Regional Times (Pakistan),National,Members of the Awami Tehreek staged a protest in Hyderabad against the support of the interior minister to terrorists.,0,,1708472456
SYR55509,2018-03-05,2018,1,Political violence,Explosions/Remote violence,Air/drone strike,Allied Syrian and/or Russian Forces,,State forces,Civilians (Syria),,Civilians,State forces-Civilians,Civilian targeting,760,Middle East,Syria,Rural Damascus,Al Qutayfah,Raheiba,Eastern Qalamoon,33.8556,37.0101,2,SNHR,Local partner-Other,"Regime and/or Russian warplanes carried out strikes on Eastern Qalamoon, killing 3 civilians.",3,,1720478260
COL15005,2018-06-24,2018,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,Political militia,Civilians (Colombia),,Civilians,Political militia-Civilians,Civilian targeting,170,South America,Colombia,Norte de Santander,Ocana,,Ocana,8.2475,-73.3558,2,Monitor - OCHA Colombia,Other,"On 24 June 2018, in Ocana municipality (Norte de Santander), armed men shot and killed a man near Carrizal vereda that connects Ocana to Playa de Belen municipality. There are no reports on the identity of the perpetrators or the motivation for the attack. There is presence of several armed groups in this department. 1 fatality.",1,,1724787064
UKR131580,2023-10-11,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Shipokivska,Pryvitne,48.0047,35.1138,1,Suspilne Media,National,"On 11 October 2023, Russian forces launched a missile strike at Pryvitne, Zaporizhia region. 1 civilian was killed.",1,,1725414552
DRC31359,2023-12-26,2023,1,Political violence,Battles,Armed clash,Military Forces of the Democratic Republic of Congo (2019-),,State forces,Mobondo Militia (Democratic Republic of Congo),,Political militia,State forces-Political militia,,180,Middle Africa,Democratic Republic of Congo,Mai-Ndombe,Kwamouth,Plateaux,Kwamouth,-3.182,16.2044,2,Actualite,National,"On 26 December 2023, FARDC clashed with Mobondo militia at the Nganda Bangala camp, between the villages of Betanie and Tika Ngayi on RN17, in the Kwamouth territory (Plateaux, Kwamouth, Mai-Ndombe). 3 fatalities. Several residents evacuated their villages to seek refuge in the forest.",3,,1704766907
NEP15842,2020-06-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Nepal),,Protesters,,,,Protesters only,,524,South Asia,Nepal,Madhesh,Parsa,,Birganj,27.0104,84.8774,1,COCAP-Nepal Monitor,Local partner-National,"On 20 June 2020, an environmental organization staged a peaceful demonstration by carrying placards at Ghantaghar Chowk in Birganj city (Parsa district). The protesters were against the construction of an international airport in Nijgadh city and pollution in the Sirsia River of Parsa district.",0,crowd size=no report,1664904357
UKR140879,2023-12-16,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Kostiantynivka,47.8659,37.4083,2,Ministry of Defence of Russia,National,"On 16 December 2023, Russian forces shelled Ukrainian positions near Kostiantynivka, Donetsk. A Ukrainian 'HIMARS' system was destroyed. Casualties unknown.",0,,1704833936
